image_id,label,pred,correct,prob,pointing_hit,energy_in_box,box_area_frac,corner_energy,faith_drop
003302,1,1,1,0.8809294104576111,0,0.11253922641359222,0.032355555555555554,0.007992682484090154,0.6825739145278931
003235,1,1,1,0.8726999163627625,1,0.6803203906437488,0.16355555555555557,0.017374207654708745,0.41057291626930237
003545,0,0,1,0.020219657570123672,1,0.48270983521541605,0.12413333333333333,0.030091298919560815,0.10069584846496582
000009,0,0,1,0.3287702798843384,1,0.451112195179696,0.3478222222222222,0.006274228124280243,0.1565171480178833
003323,1,1,1,0.8963871598243713,1,0.6392245198348776,0.059222222222222225,0.036842948849314036,0.8298317193984985
001307,1,1,1,0.8731430172920227,1,0.4439883112194943,0.0294,0.0007614779137320333,0.8221243619918823
003527,0,0,1,0.01277739368379116,1,0.180894741377776,0.024266666666666666,0.014888300227674713,0.126980721950531
000695,1,1,1,0.8368322253227234,1,0.5046826884255122,0.04446666666666667,0.05968400834816197,0.8044262528419495
002088,1,1,1,0.8847267031669617,1,0.31201329674636735,0.0235,0.0010450466781188577,0.35985082387924194
001891,0,0,1,0.055541377514600754,0,0.1382335923085782,0.03546666666666667,0.0197469354423609,0.06810063123703003
000788,1,1,1,0.8908648490905762,1,0.3775673700034086,0.030933333333333334,0.0037683474452199985,0.787828803062439
002496,1,1,1,0.8741077184677124,1,0.5141234828076269,0.04518888888888889,0.0039002001572966756,0.7975957989692688
001462,1,1,1,0.8389452695846558,1,0.536090500680546,0.0736,0.025163669247152676,0.7121397852897644
002456,0,0,1,0.04178783297538757,0,0.015997850187635144,0.002533333333333333,0.001454470829438794,0.035330116748809814
003040,0,0,1,0.03332175686955452,1,0.5016025229440377,0.17493333333333333,0.026408013195913887,0.10083246231079102
001579,1,1,1,0.8106648921966553,1,0.7620616725021132,0.117,0.005982820479802253,0.6737019419670105
000046,0,1,0,0.8872489333152771,1,0.8797001356291904,0.1573,0.0018113476997734903,0.8683573007583618
000968,1,1,1,0.7292547225952148,1,0.7557179519852772,0.15986666666666666,0.0017862025381783985,0.5573322772979736
000846,1,1,1,0.7899595499038696,1,0.7665591528556253,0.165,0.01027634089451323,0.7690840363502502
002365,0,0,1,0.030902065336704254,0,0.0953722824075171,0.014733333333333333,0.020058571653290332,0.01634007692337036
002829,1,0,0,0.3361901640892029,0,0.40128121392819205,0.36912222222222224,0.08495270493295576,0.40010374784469604
001155,1,0,0,0.14958536624908447,0,0.04672883919947513,0.014466666666666666,0.0001662869359560532,-0.030616581439971924
001716,1,0,0,0.3361845910549164,1,0.3811049749130854,0.27664444444444447,0.07081876370070593,-0.3118442893028259
003787,1,0,0,0.24759535491466522,0,0.09245728607096346,0.05272222222222222,0.00575944420225966,-0.09097284078598022
003559,0,1,0,0.5592982769012451,0,0.0,0.003211111111111111,0.033420848892173144,0.5121809244155884
002669,1,1,1,0.5642123222351074,1,0.42178523029248516,0.022488888888888888,0.0033776581348409006,0.5336539149284363
001482,1,1,1,0.6523875594139099,1,0.6568376554108815,0.07022222222222223,0.009310642029207568,0.6117530465126038
003647,1,1,1,0.8443858027458191,1,0.6257346404713892,0.06,0.015342270627541617,0.8389575481414795
003952,1,0,0,0.408637136220932,0,0.11186814049354502,0.1235,0.1372981968475751,-0.32039856910705566
001288,1,1,1,0.6784183382987976,1,0.6006017159131372,0.04766666666666667,0.011062047288814686,0.6238580942153931
001049,1,1,1,0.6201862096786499,1,0.8032716219874797,0.17733333333333334,0.009488124751536431,0.6170209646224976
003426,1,1,1,0.8646001815795898,1,0.805587642000462,0.13653333333333334,0.0031233143066963084,0.6572168469429016
001153,1,1,1,0.6490695476531982,0,0.0771222615452018,0.008666666666666666,0.22868267188158325,0.6392508149147034
003313,1,1,1,0.8980628848075867,1,0.4731605757042173,0.16223333333333334,0.005664662273710503,0.8610082864761353
001549,1,1,1,0.864136815071106,1,0.6394969958085809,0.0879111111111111,0.03750783080920302,0.8426485657691956
003397,1,1,1,0.903963029384613,1,0.6745633195053559,0.13404444444444444,0.02370839011010648,0.8099783658981323
003092,1,1,1,0.8800479173660278,1,0.23758747152149987,0.025955555555555555,0.008011565396015378,0.5138235092163086
003023,1,1,1,0.8822895884513855,1,0.4401749874785204,0.034444444444444444,0.034002778470363614,0.6725629568099976
004570,1,1,1,0.6485832929611206,1,0.7557976708658956,0.07614444444444445,0.01687364276501262,0.6296661496162415
001368,1,1,1,0.8927093744277954,1,0.4941296612837796,0.0414,0.01576749022582919,0.8665269613265991
000387,0,0,1,0.016200343146920204,1,0.4334212439452281,0.11767777777777778,0.0009328375180587062,0.0006635189056396484
002956,0,0,1,0.01903238147497177,0,0.01945776114598612,0.0026,0.01986542083224253,-0.00373077392578125
004712,0,0,1,0.18958348035812378,1,0.26388032794404415,0.1155111111111111,0.019106448264504992,-0.1101643443107605
000756,1,0,0,0.39086079597473145,0,0.0033211374490361646,0.0112,0.024973757262184395,0.272300124168396
000689,1,1,1,0.8970580697059631,1,0.39925613944309946,0.06844444444444445,0.005160707728807084,0.7296003699302673
004668,0,1,0,0.8226126432418823,0,0.06893868902092402,0.010833333333333334,0.012140117094061872,0.5670030117034912
004013,1,0,0,0.43743816018104553,0,0.03299919627630448,0.05288888888888889,0.05922213448953921,0.20214402675628662
003741,1,1,1,0.8272289037704468,1,0.2755024132774299,0.01648888888888889,0.07862748135559783,0.7406129837036133
004650,0,0,1,0.0732366293668747,0,0.10227684694731297,0.0486,0.060034094892963054,-0.05354917049407959
002306,1,1,1,0.8640111088752747,1,0.42230012185654175,0.029766666666666667,0.0185950502805173,0.7597541809082031
001021,1,1,1,0.885528028011322,0,0.21444285401191848,0.0168,0.035800324318119185,0.8492286801338196
001491,1,1,1,0.8501288890838623,0,0.08898064284705988,0.011333333333333334,0.006303562398355766,0.8165918588638306
002448,0,0,1,0.005818728823214769,0,0.0041633861007922,0.015555555555555555,0.013986089379867632,0.1692746877670288
000537,0,0,1,0.005808702204376459,0,0.1678285128409295,0.03666666666666667,0.024279841739156878,0.05519115924835205
003154,1,1,1,0.8348890542984009,1,0.5573671471097313,0.08951111111111111,0.056830715374628346,0.5140740871429443
003817,1,1,1,0.7971824407577515,1,0.823180397630949,0.1785,0.011264657164596266,0.792533814907074
001241,1,1,1,0.8103187680244446,1,0.3664880443625508,0.0172,0.0016108201695078993,0.691219687461853
002660,1,0,0,0.02119508758187294,1,0.12811064902537048,0.014333333333333333,0.0009274795263703649,0.09317362308502197
002966,0,0,1,0.03752508386969566,0,0.018619722899677192,0.002,0.031853699997118505,0.11829441785812378
004105,0,0,1,0.3366137742996216,1,0.2777775635032532,0.13084444444444446,0.07935313740150347,-0.2578657269477844
000222,0,1,0,0.8497933745384216,1,0.5263803496707722,0.09222222222222222,0.0033443240129175916,0.8208572864532471
002662,1,1,1,0.8621630072593689,1,0.719773343061987,0.08213333333333334,0.0033307171650337314,0.8309938907623291
002939,0,0,1,0.050750549882650375,1,0.1441994077877223,0.012244444444444445,0.030291123438949547,0.11095583438873291
000797,1,1,1,0.878381073474884,1,0.10354164465922347,0.019911111111111112,0.05067662321054291,0.8466367721557617
001347,1,1,1,0.7640352249145508,1,0.0627541308675232,0.006233333333333333,0.013875351278300887,0.7491012215614319
001229,1,1,1,0.8500468134880066,1,0.4018350559883368,0.028266666666666666,0.024222921590513476,0.7885448932647705
001215,1,1,1,0.8284281492233276,0,0.045325493966189956,0.004166666666666667,0.004421818351588451,0.7076770067214966
004102,1,1,1,0.9311613440513611,1,0.6179817876331073,0.05826666666666667,0.02918871005473259,0.9115011692047119
000988,1,0,0,0.14971792697906494,0,0.0496785953346239,0.014777777777777779,1.0122890066462935e-05,-0.0735788345336914
004176,1,1,1,0.8181489706039429,1,0.5662216136651247,0.05235555555555556,0.005791782907976513,0.7493526935577393
003632,1,1,1,0.8903067111968994,1,0.39237980564066366,0.03456666666666667,0.019263747173489935,0.7830966711044312
002780,1,1,1,0.6464059948921204,1,0.8036176525880304,0.36275555555555555,0.03187156741701225,0.59457927942276
000890,1,1,1,0.9150484800338745,1,0.2733241159318708,0.029766666666666667,0.017531024422105964,0.7999951839447021
003172,1,1,1,0.9008422493934631,1,0.3311184531202135,0.019633333333333332,6.509565625852854e-05,0.834465503692627
004094,1,1,1,0.8864641785621643,1,0.6610361049606029,0.08108888888888889,0.029363360389337956,0.8672061562538147
001858,0,0,1,0.037481941282749176,0,0.12528537758195152,0.023555555555555555,0.0021635347974865763,0.06981635093688965
004438,1,1,1,0.8712515830993652,1,0.5553150532797549,0.05048888888888889,0.0003521014349440736,0.6699094772338867
002212,1,1,1,0.882391631603241,0,0.09445415434488388,0.012466666666666666,0.0030662587105417523,0.7635605335235596
002166,1,1,1,0.8582720756530762,1,0.5759056848405385,0.048355555555555554,0.032232487213627016,0.8548277616500854
000541,0,0,1,0.2832791209220886,0,0.04440655756419796,0.0068,0.0,0.29940086603164673
004299,1,1,1,0.7056517004966736,1,0.19410242769859268,0.0154,0.06657595918538009,0.6805411577224731
000154,0,0,1,0.003503491636365652,1,0.20519349719304383,0.04326666666666667,0.0028395660567030294,0.026377439498901367
001597,1,1,1,0.8376390337944031,1,0.7166585816514441,0.10548888888888888,0.016447306621705127,0.8150686025619507
004417,1,1,1,0.903667688369751,1,0.6202669886880496,0.12234444444444445,0.0027350760036049825,0.8340111970901489
003169,1,1,1,0.9277624487876892,1,0.6012347707088844,0.04947777777777778,0.008913112348899282,0.9045844078063965
002724,1,1,1,0.6670318841934204,1,0.6234938813619106,0.05742222222222222,0.0038524075793642887,0.23363491892814636
003663,1,1,1,0.5517076849937439,1,0.5701436878904911,0.12193333333333334,0.003962363745353996,0.5479006767272949
000244,0,0,1,0.39986416697502136,0,0.0023098493039643733,0.036055555555555556,0.015066294071910251,-0.1495800018310547
001834,0,0,1,0.07659347355365753,0,0.05846113499219464,0.014333333333333333,0.013613738567489986,-0.06582105159759521
001365,1,1,1,0.8171899914741516,1,0.3250129493945643,0.020622222222222222,0.05269804513852879,0.8000954985618591
002678,1,1,1,0.6250004768371582,1,0.6090721495199504,0.1417,0.0012361693481673906,0.2811805307865143
002916,0,0,1,0.19223928451538086,0,0.09490931922343919,0.01767777777777778,0.0908446572602641,0.0629425048828125
002435,0,0,1,0.018990928307175636,1,0.0799735264603367,0.01,0.02248081560089377,0.10647618770599365
002364,0,1,0,0.8316346406936646,1,0.5193964061041569,0.04897777777777778,0.04938053888106304,0.8006933331489563
004549,1,0,0,0.3168696463108063,0,0.0,0.010733333333333333,0.022876026266851087,-0.3006365895271301
000690,1,1,1,0.9397721290588379,1,0.37166119798667324,0.037955555555555555,0.01205605867281084,0.6589888334274292
003119,1,1,1,0.8942451477050781,1,0.5672654510099207,0.05477777777777778,0.06051838288866814,0.8747549057006836
003401,1,1,1,0.8112186789512634,0,0.1314372698412599,0.013377777777777778,0.007688664441080883,0.551808774471283
004049,1,1,1,0.8257375955581665,1,0.4209745674893791,0.04133333333333333,0.008105115809925558,0.3639717996120453
003683,1,1,1,0.8381580710411072,1,0.4962561078315994,0.0374,0.002438755359897912,0.7545973062515259
003079,1,0,0,0.3745225667953491,0,0.05472833865729108,0.053644444444444446,0.016541855243609422,-0.05600130558013916
000649,0,0,1,0.003407893003895879,0,0.0939978641055251,0.0306,0.032032120108685024,0.06012171506881714
003888,1,1,1,0.9118303060531616,0,0.2619983999718303,0.0235,0.0011489862152339848,0.8395284414291382
002883,0,0,1,0.05980793759226799,1,0.07042019485571678,0.008266666666666667,0.0018700969407614467,0.35161834955215454
003830,1,1,1,0.8650990128517151,1,0.6265819416853944,0.05213333333333333,0.020648120352438813,0.7321364879608154
003329,1,0,0,0.4550994634628296,0,0.0030188712245719017,0.10454444444444444,0.029739405575106015,0.29527008533477783
000793,1,0,0,0.43644043803215027,0,0.005167620515808826,0.005,0.002804512298561763,0.374067485332489
004200,1,1,1,0.9076990485191345,1,0.7688812655598889,0.15057777777777778,0.01542068997652255,0.8078629374504089
004890,1,1,1,0.8606366515159607,1,0.21609227948706078,0.012444444444444444,0.04638683496842694,0.7884188294410706
004594,1,1,1,0.7698314189910889,1,0.3964102785614538,0.0345,0.007642053602660607,0.7506377100944519
001957,1,0,0,0.18658673763275146,0,0.009661254610631545,0.0096,0.020528547681088565,0.11057621240615845
004959,1,1,1,0.8608378767967224,1,0.7543963835121389,0.11542222222222222,0.02144674648733988,0.8292059302330017
000483,1,0,0,0.37287625670433044,0,0.1522367542410603,0.12111111111111111,0.0755424152423992,0.10754555463790894
002959,0,0,1,0.3867393434047699,0,0.019851246998781373,0.003966666666666667,0.00040170027946283856,-0.04590940475463867
002374,0,0,1,0.025879157707095146,0,0.0968317539592595,0.029644444444444445,0.0009859433827791237,0.3002987504005432
001695,1,1,1,0.8413640856742859,1,0.9144390487081853,0.8033333333333333,0.03262033025378648,0.4129176735877991
003808,1,1,1,0.716349720954895,1,0.23961727784113632,0.0121,0.002274128000503449,0.6696091294288635
001762,0,0,1,0.008678344078361988,0,0.13752977402091757,0.0552,0.024352863401618467,0.039064884185791016
003261,1,1,1,0.848793625831604,1,0.2914499060678294,0.018133333333333335,0.0007825782131397459,0.8239923715591431
002751,1,1,1,0.6416094899177551,1,0.3880121040701947,0.05902222222222222,0.00538711357449567,0.398327112197876
000900,1,1,1,0.5601543188095093,1,0.835323009409001,0.21811111111111112,0.004166289186265781,0.5309450626373291
002578,1,1,1,0.7586281299591064,1,0.38968627987994586,0.022866666666666667,0.01036627559446355,0.6865296363830566
002193,1,0,0,0.42974019050598145,0,0.01625504072126587,0.019066666666666666,0.0019247728918282108,-0.20883464813232422
001766,0,1,0,0.5166340470314026,1,0.27130619781543275,0.02722222222222222,0.03039221326486601,0.4371841847896576
001879,0,0,1,0.11328908801078796,1,0.45772961757760594,0.07705555555555556,0.022601424439788097,0.7729277610778809
000161,0,0,1,0.07416173815727234,0,0.034393772264943494,0.005155555555555556,0.008944864977313898,-0.0454753041267395
002807,1,1,1,0.835640549659729,1,0.4948963975558248,0.06355555555555556,0.025971192728621473,0.8097041845321655
002225,1,1,1,0.5814922451972961,0,0.3767423148958574,0.04845555555555556,0.011414988421945795,0.5717414617538452
000762,1,1,1,0.9093703031539917,0,0.09644218813930874,0.008944444444444444,0.02226273912256031,0.5889328718185425
004126,0,0,1,0.2036767303943634,0,0.051841083102784756,0.048133333333333334,0.0513421600830388,-0.10999178886413574
004521,1,1,1,0.9261398315429688,1,0.24405129355214175,0.0494,0.02184879903874475,0.9211445450782776
003004,1,1,1,0.8686468601226807,0,0.09522138304758966,0.006222222222222222,0.004827031748494849,0.85271817445755
001583,1,1,1,0.8881790637969971,1,0.7841714301007715,0.112,0.007031917228297009,0.7879694700241089
000183,1,1,1,0.8668642640113831,1,0.8243127947096545,0.3383333333333333,0.009511246078132581,0.8299484252929688
003853,1,1,1,0.7753624320030212,1,0.46909703417361653,0.030811111111111112,0.008549177592281593,0.6628525257110596
002697,1,1,1,0.8777317404747009,1,0.28687119193970456,0.018666666666666668,0.011249556415342685,0.5969470739364624
001096,1,1,1,0.8692997694015503,1,0.2828229418949807,0.024533333333333334,0.04234678832054487,0.8437942266464233
002005,1,1,1,0.8605419993400574,1,0.3884973192545675,0.026722222222222224,0.07524074881332007,0.8311243057250977
000750,1,1,1,0.9310086965560913,1,0.8342360445414976,0.17916666666666667,0.0060878909623851675,0.7856281399726868
002744,1,0,0,0.45980873703956604,1,0.23279914811324065,0.19304444444444444,0.1104116826482683,0.4107259511947632
002604,1,0,0,0.423037052154541,0,0.0021526162079995984,0.025966666666666666,0.0921378304699178,0.5225805640220642
001283,1,0,0,0.06943679600954056,0,0.11620500037314216,0.0155,0.028470097944157845,0.05771207809448242
001122,1,1,1,0.9540814161300659,1,0.20581972263992512,0.024444444444444446,0.026006714884757785,0.8193995952606201
003806,1,1,1,0.8555687069892883,1,0.17355938270522472,0.013288888888888888,0.1159038794705916,0.6099642515182495
004151,0,0,1,0.14298665523529053,1,0.12854943290429063,0.013211111111111111,0.02569452579516143,-0.03491705656051636
000190,0,0,1,0.06449847668409348,0,0.42357272374511107,0.231,0.03932644001601644,-0.01780855655670166
000123,0,0,1,0.006434065755456686,0,0.06352815471752296,0.009022222222222221,0.015797082377238654,0.10409265756607056
002836,1,1,1,0.7417106628417969,1,0.5106566264146374,0.034133333333333335,0.008026138686076684,0.7218278050422668
001601,1,1,1,0.8216572403907776,1,0.6797293273661134,0.0992,0.024868218624271687,0.795251727104187
004670,0,0,1,0.24551229178905487,0,0.009205340004808311,0.03238888888888889,2.275972780413083e-05,-0.011194288730621338
003958,1,1,1,0.8767252564430237,0,0.021103305168699057,0.0195,0.007734530221488229,0.6981998682022095
001769,0,0,1,0.03609231114387512,0,0.035529271627084025,0.007555555555555556,0.03929614555540991,0.07678276300430298
000174,0,1,0,0.8384584784507751,1,0.6678355166554826,0.07768888888888889,0.003220129081091769,0.6865559816360474
004395,1,0,0,0.4533328115940094,0,0.002473850595366518,0.017766666666666667,0.08984140896232869,-0.23094528913497925
003471,0,0,1,0.08116056025028229,1,0.13358499821602865,0.014122222222222222,0.03551327011079709,0.2112060785293579
003383,1,0,0,0.43427059054374695,0,0.2655418858418639,0.08222222222222222,0.08674095654392085,0.35479670763015747
001278,1,1,1,0.7917019724845886,1,0.5439076158322345,0.04827777777777778,0.03187065464677586,0.6808009743690491
004671,0,1,0,0.712263822555542,1,0.6291033331585434,0.1607111111111111,0.01617239125093048,0.6873546242713928
001751,0,1,0,0.5375098586082458,0,0.007206994265758544,0.005877777777777778,0.0085564603070604,-0.0709875226020813
000841,1,1,1,0.5295555591583252,1,0.38262344839682694,0.037644444444444446,0.02185439171452151,0.5217665433883667
001253,1,1,1,0.9155895113945007,1,0.2826517216160895,0.022966666666666666,0.020945358109931235,0.8726272583007812
002503,1,1,1,0.6527794003486633,1,0.25564193031478966,0.046844444444444445,0.008430514793604474,0.6197889447212219
004807,1,0,0,0.47923919558525085,0,0.0005878880533385193,0.028855555555555554,0.0340159276157824,0.18888944387435913
004250,1,1,1,0.8757709264755249,1,0.4071692719954116,0.048666666666666664,0.0061725658405423454,0.6465445756912231
001446,1,1,1,0.9328314661979675,1,0.3379253311597555,0.041244444444444445,0.010962434308254426,0.9080051779747009
003338,1,1,1,0.9159942865371704,1,0.450443952960409,0.03866666666666667,0.005527653555924633,0.8946315050125122
003717,1,1,1,0.7962793111801147,1,0.5682105843006763,0.056666666666666664,0.011439312387010406,0.7244659662246704
003456,0,0,1,0.048011064529418945,1,0.2408477316012346,0.06416666666666666,0.04217046714761819,0.010636687278747559
002621,1,1,1,0.8806504607200623,0,0.10524337373016639,0.015166666666666667,0.008733644497063589,0.8332417011260986
002130,1,1,1,0.7439535856246948,0,0.1008808104124946,0.01791111111111111,0.01520862584039851,0.7184208631515503
003475,0,1,0,0.6184122562408447,0,0.013572711853655064,0.0077777777777777776,0.01923782447111319,0.2529502809047699
001687,1,1,1,0.9198282361030579,1,0.0761587117766222,0.008177777777777779,0.04749888016543186,0.7252870798110962
001638,1,1,1,0.8113107681274414,1,0.21079917016904,0.015644444444444443,0.07547856451625816,0.7278411388397217
003990,1,1,1,0.8881040215492249,1,0.5106558863878877,0.0528,0.0001309844947117765,0.7456141710281372
000818,1,1,1,0.8352856040000916,1,0.4378264797082659,0.029944444444444444,0.01241436104489705,0.8074942827224731
004404,1,1,1,0.8542611002922058,1,0.8457383947006443,0.3400222222222222,0.01379204545020406,0.7245452404022217
002396,0,0,1,0.08905614167451859,0,0.023194317996010624,0.003322222222222222,0.002708303394306929,0.04155796766281128
004063,1,1,1,0.8035107254981995,0,0.05828628397706507,0.012444444444444444,0.04123810141722219,0.770157516002655
001807,0,0,1,0.029702074825763702,0,0.02635905030163685,0.004,0.005774213825200503,0.1289050579071045
003882,1,1,1,0.760799765586853,1,0.6915343977630314,0.11716666666666667,0.018492009118520294,0.7194265127182007
004510,1,1,1,0.8724742531776428,1,0.5639618055299906,0.05048888888888889,0.03259244901085719,0.7755846381187439
003360,1,1,1,0.7959015369415283,1,0.41875453920105565,0.02617777777777778,0.0017398731212379809,0.505757212638855
000169,0,1,0,0.8706616163253784,1,0.16722790532037535,0.0152,0.07380876912640831,0.740167498588562
000076,1,1,1,0.8985137343406677,1,0.6655739186320082,0.07177777777777777,0.003096818563840664,0.8447930812835693
002985,1,1,1,0.7404452562332153,1,0.17583361765085162,0.0215,0.01803029374149241,0.7162707448005676
001064,1,1,1,0.7865579724311829,1,0.3915850108009459,0.031177777777777776,0.044508663406232614,0.5064491033554077
002882,0,0,1,0.26142561435699463,0,0.003437013839745598,0.004911111111111111,0.000340306481349745,-0.09580272436141968
000785,1,1,1,0.8600391745567322,1,0.5866184808201865,0.059955555555555554,0.00013877622000627377,0.7167190313339233
001154,1,0,0,0.4040745198726654,0,0.11209570970560823,0.011733333333333333,0.0,-0.1772480010986328
004170,1,1,1,0.8954914808273315,1,0.6724627772365224,0.06875555555555556,0.034336798840710135,0.8230471611022949
004437,1,1,1,0.9009854793548584,1,0.34286313120699313,0.02617777777777778,0.0023401614772809525,0.8027219772338867
000957,1,1,1,0.7403972148895264,1,0.45002636572699123,0.024144444444444444,0.0020575942161682927,0.6781435012817383
002261,1,1,1,0.9036984443664551,1,0.8000389672199036,0.09444444444444444,0.0007274205924837772,0.8059481382369995
001264,1,1,1,0.7600051164627075,1,0.5066883561884451,0.076,0.006967840456476965,0.5686554312705994
003917,1,1,1,0.869235098361969,1,0.2876460604068425,0.019833333333333335,0.027064548077370812,0.8487225770950317
003963,1,1,1,0.8939169645309448,1,0.7151427918007401,0.09506666666666666,0.04017633438875701,0.8637901544570923
003485,0,0,1,0.32024213671684265,0,0.03584557926703501,0.010311111111111111,0.012178245383561504,0.19149422645568848
001094,1,0,0,0.13575010001659393,0,0.04434022382644255,0.0111,0.022851795104032676,0.11111408472061157
001898,0,0,1,0.0348348431289196,0,0.025447163358058574,0.003911111111111111,0.019015163635069346,0.05626034736633301
003541,0,0,1,0.06224191188812256,0,0.058505781726642586,0.019422222222222223,0.001627718403089214,-0.018113315105438232
001999,1,1,1,0.819616436958313,1,0.17665669563966255,0.0154,0.0033692203401969683,0.7121536731719971
001876,0,1,0,0.7473320960998535,1,0.49706939992994004,0.0342,0.038007318730197207,0.6707338094711304
002791,0,0,1,0.06948020309209824,1,0.8113483307038611,0.3281,0.0,0.04963099956512451
001773,0,1,0,0.5217905044555664,1,0.18294341383164187,0.012844444444444445,0.028989036401489563,0.48598670959472656
002830,1,1,1,0.8746950626373291,0,0.2191619349665517,0.05508888888888889,0.012886010935047642,0.8456546068191528
002062,1,1,1,0.854679524898529,1,0.8594947443894962,0.16533333333333333,0.0022710098624213015,0.7957005500793457
004431,1,1,1,0.8949032425880432,1,0.5852160776493439,0.059555555555555556,0.0025549286484613317,0.7662387490272522
002215,1,1,1,0.752671480178833,0,0.004383020977885437,0.0093,0.016425133489741763,0.6330649256706238
002610,1,0,0,0.45747533440589905,0,0.007339706425342466,0.0252,0.08124911430980788,-0.1272655725479126
002084,1,1,1,0.7972338199615479,1,0.4371754743715102,0.03666666666666667,0.0033073160931543703,0.6909706592559814
000908,1,1,1,0.7713371515274048,1,0.07118310555135852,0.005688888888888889,0.050918746181582465,0.7370911240577698
001176,1,1,1,0.9050425887107849,1,0.3803859398467556,0.02666666666666667,0.00182353880266004,0.8694488406181335
004999,1,1,1,0.8789055943489075,1,0.45639131621739754,0.034466666666666666,0.032984880685005394,0.7075966596603394
002082,1,1,1,0.9333656430244446,1,0.7505565073977858,0.09161111111111112,0.017258069322348947,0.8195987343788147
001224,1,1,1,0.8225442171096802,0,0.022992241534653356,0.022555555555555554,0.0035527798029485382,0.6016345620155334
004046,1,1,1,0.897355854511261,1,0.7169955217893351,0.11433333333333333,0.004103293444606731,0.8413732647895813
000363,0,0,1,0.04095197468996048,1,0.7567547951169747,0.4636,0.04130990816816553,-0.012639045715332031
004792,1,1,1,0.9271063208580017,1,0.811962142870659,0.24196666666666666,0.023064642962056424,0.8937015533447266
004509,1,0,0,0.28931206464767456,0,0.0888186647224359,0.0902,0.1936087695927048,0.21551215648651123
003312,1,1,1,0.8980628848075867,0,0.2750560606043719,0.115,0.005664662273710503,0.8610082864761353
001284,1,1,1,0.7318977117538452,1,0.5825916519769326,0.04947777777777778,0.019595422518953368,0.5113306641578674
000845,1,1,1,0.8302338123321533,1,0.7919356411555335,0.17066666666666666,0.0084935691246682,0.8115653991699219
000880,1,1,1,0.8427250981330872,1,0.4375250417076857,0.0275,0.003597119879039568,0.7032067179679871
004355,1,1,1,0.8882433176040649,1,0.5980951361936369,0.05477777777777778,0.012835543379496573,0.7550027966499329
004380,1,1,1,0.736163318157196,1,0.8756011078994644,0.4008333333333333,0.02003812452228226,0.6839823722839355
