image_id,label,split,has_caliper
003557,0,train,True
000943,1,train,False
002492,1,train,False
002514,0,train,False
002347,1,train,False
000984,1,train,True
003271,1,train,False
003221,1,train,True
003186,1,train,False
002301,1,train,False
001578,1,train,True
004377,1,train,True
001857,0,train,True
001281,1,train,True
002962,0,train,True
001744,1,train,True
000476,0,train,False
001508,1,train,True
002716,1,train,False
000407,0,train,False
001690,1,train,False
003946,1,train,False
004331,1,train,True
001605,1,train,False
001859,0,train,False
003584,1,train,True
001087,1,train,True
001127,1,train,False
004513,1,train,True
002721,1,train,False
001458,1,train,True
002720,1,train,True
000611,0,train,True
003108,1,train,False
004031,1,train,False
002561,1,train,False
004427,1,train,False
002176,1,train,False
002879,0,train,True
001759,0,train,True
000718,1,train,False
003940,1,train,False
002559,1,train,False
000572,0,train,False
002146,1,train,False
000395,0,train,False
000520,1,train,False
002401,0,train,True
000130,0,train,False
000265,0,train,True
004696,0,train,True
004121,0,train,False
000543,0,train,False
001247,1,train,False
001218,1,train,True
001091,1,train,True
003085,1,train,True
001844,0,train,True
004705,1,train,True
000794,1,train,False
002512,1,train,True
001994,1,train,False
004118,0,train,True
001939,0,train,False
002619,1,train,False
003813,1,train,False
003610,1,train,False
002489,0,train,True
001780,0,train,True
002190,1,train,False
002929,0,train,False
000504,0,train,False
000347,0,train,True
001015,1,train,False
000279,0,train,False
001800,0,train,True
003561,0,train,False
002834,1,train,True
000644,0,train,False
004226,1,train,True
003861,1,train,False
003783,1,train,True
003627,1,train,False
003815,1,train,False
004268,1,train,True
004354,1,train,False
000032,0,train,False
002528,1,train,True
001369,1,train,False
000087,0,train,False
003667,1,train,False
002586,1,train,False
003590,1,train,True
002667,1,train,False
001599,1,train,True
004012,1,train,True
000868,1,train,True
000875,1,train,True
002409,0,train,True
003543,0,train,True
003480,0,train,True
002590,0,train,False
002913,0,train,False
002384,0,train,False
002574,1,train,False
004223,1,train,False
001054,1,train,True
002648,1,train,False
000457,0,train,False
003333,1,train,True
001873,0,train,False
003630,1,train,False
003680,1,train,False
003494,0,train,True
002191,1,train,False
003179,1,train,True
003380,1,train,True
002415,0,train,True
003711,1,train,True
002280,1,train,False
000674,0,train,True
000315,0,train,True
000828,1,train,False
003183,1,train,True
002708,1,train,False
003957,1,train,False
002320,1,train,True
000163,1,train,True
001747,1,train,False
001051,1,train,False
004135,0,train,False
002981,1,train,True
003253,1,train,False
002209,1,train,False
002598,1,train,True
004466,1,train,False
001301,1,train,True
002709,1,train,True
002542,1,train,True
000962,1,train,True
003038,1,train,True
000593,0,train,True
002603,1,train,True
002967,0,train,True
004630,0,train,False
001063,1,train,True
004964,1,train,False
004828,1,train,False
004855,1,train,False
000727,1,train,False
004106,0,train,False
004862,1,train,False
003731,1,train,True
004556,1,train,True
004771,1,train,False
000650,0,train,True
001880,0,train,False
003799,1,train,False
002543,1,train,True
001667,1,train,False
004789,1,train,False
000953,1,train,True
003650,1,train,True
004340,1,train,True
000804,1,train,True
004699,1,train,False
002715,1,train,True
004622,0,train,False
002477,0,train,False
000188,0,train,False
003938,1,train,False
003796,1,train,False
002491,1,train,False
004753,1,train,False
001872,0,train,True
004348,1,train,False
003850,1,train,False
002992,1,train,False
001784,0,train,False
001419,1,train,True
004048,1,train,True
004764,1,train,False
000747,1,train,True
004502,1,train,True
002040,1,train,False
004778,1,train,True
004174,1,train,False
004713,0,train,False
002256,1,train,False
002282,1,train,False
002399,0,train,False
000744,1,train,False
003694,1,train,True
000020,0,train,False
004455,1,train,True
002081,1,train,False
002352,0,train,False
003747,1,train,False
003197,1,train,True
001032,1,train,False
004007,1,train,False
002423,0,train,False
001593,1,train,False
002392,0,train,False
001606,1,train,False
003213,1,train,False
001616,1,train,True
000553,0,train,True
001022,1,train,True
004079,0,train,False
000034,0,train,False
003903,1,train,False
003785,1,train,True
003493,0,train,True
001497,1,train,False
004672,0,train,False
002746,1,train,False
001026,1,train,False
003879,1,train,True
000854,1,train,False
001736,0,train,False
004725,1,train,False
003088,1,train,False
003331,1,train,False
000319,0,train,False
000751,1,train,True
003153,1,train,True
001580,1,train,False
002061,1,train,False
000152,0,train,True
001350,1,train,True
000560,0,train,False
001929,0,train,True
000803,1,train,True
001418,1,train,True
002447,0,train,True
004504,1,train,False
002762,1,train,True
000257,1,train,False
001848,0,train,True
004738,1,train,True
001044,1,train,True
000950,1,train,True
002234,1,train,False
001969,1,train,False
002042,1,train,False
003050,1,train,False
004709,1,train,True
003368,1,train,False
000813,1,train,False
003399,1,train,False
002411,0,train,False
004571,1,train,True
003215,1,train,False
001145,1,train,False
004503,1,train,False
000678,0,train,False
000990,1,train,True
003495,0,train,True
000399,0,train,False
004285,1,train,False
002010,1,train,True
002531,1,train,False
002273,1,train,False
000590,0,train,True
003344,1,train,True
000172,0,train,False
001752,0,train,False
002441,0,train,True
003422,1,train,False
000505,0,train,True
003166,1,train,False
000661,0,train,True
003608,1,train,True
002642,1,train,True
004681,0,train,False
000763,1,train,True
002647,1,train,False
000848,1,train,False
004159,1,train,False
002993,1,train,False
003157,1,train,True
001973,1,train,True
003698,1,train,False
003044,1,train,False
004317,1,train,False
004903,1,train,False
003555,0,train,False
000696,1,train,False
004609,0,train,True
004602,0,train,False
001647,1,train,True
003109,1,train,False
003448,0,train,False
003024,1,train,True
004674,0,train,False
001410,1,train,False
003633,1,train,False
004512,1,train,True
001398,1,train,True
000116,1,train,True
002369,0,train,False
004532,1,train,True
000313,0,train,True
001104,1,train,False
000178,1,train,False
000920,1,train,True
000478,0,train,True
000414,0,train,True
003046,1,train,True
002685,0,train,False
004547,1,train,False
002133,1,train,True
003720,1,train,True
003413,1,train,False
003905,1,train,True
004149,0,train,True
002305,1,train,False
001211,1,train,False
002422,0,train,False
001649,1,train,True
001290,1,train,False
004029,1,train,True
004627,0,train,False
000981,1,train,False
001963,1,train,False
001029,1,train,True
002909,0,train,False
003922,1,train,False
001757,1,train,False
003823,1,train,True
002436,0,train,False
001071,1,train,False
000595,0,train,True
002037,1,train,False
000100,0,train,False
000906,1,train,False
000173,0,train,False
001622,1,train,True
002000,1,train,False
000022,0,train,False
000419,0,train,True
001232,1,train,False
003716,1,train,False
000241,0,train,True
001059,1,train,False
003878,1,train,True
003660,1,train,False
003304,1,train,True
002753,1,train,False
004578,1,train,False
003948,1,train,True
001354,1,train,True
002905,0,train,True
001086,1,train,True
001650,1,train,True
000418,0,train,True
004251,1,train,False
004624,0,train,False
000961,1,train,True
001358,1,train,False
001333,1,train,False
004068,0,train,False
000876,1,train,False
001861,1,train,False
003535,0,train,True
001725,1,train,True
000091,0,train,False
000314,0,train,True
004052,1,train,True
003347,1,train,False
003971,1,train,False
001121,1,train,False
002763,1,train,False
004232,1,train,True
003921,1,train,False
003068,1,train,False
002570,1,train,False
002500,1,train,False
002668,1,train,False
001520,1,train,False
000327,0,train,True
000486,0,train,False
000666,1,train,False
001197,1,train,False
001867,0,train,True
003951,1,train,False
001604,1,train,True
001329,1,train,True
004629,0,train,False
003845,1,train,False
002089,1,train,True
000033,0,train,True
004656,0,train,True
000443,0,train,False
000799,1,train,False
000376,0,train,True
000303,0,train,True
001927,0,train,True
004423,1,train,False
001372,1,train,True
003229,1,train,True
002410,0,train,False
003995,1,train,False
003662,1,train,False
003290,1,train,False
004555,1,train,True
000983,1,train,False
001683,1,train,False
002650,1,train,False
002870,0,train,False
001631,1,train,True
004519,1,train,True
002942,0,train,False
001756,0,train,False
001448,1,train,False
000398,0,train,False
004002,1,train,True
003460,0,train,True
000159,0,train,False
004777,1,train,True
000088,1,train,False
002597,1,train,False
000921,1,train,False
000731,1,train,True
003728,1,train,False
000235,0,train,True
002757,1,train,False
002907,0,train,True
002093,1,train,False
000700,1,train,False
000824,1,train,True
002537,1,train,False
002955,0,train,True
003120,1,train,True
002361,0,train,True
001546,1,train,True
004939,1,train,True
002600,1,train,False
004539,1,train,False
004803,1,train,False
002439,0,train,False
002484,0,train,False
000909,1,train,False
004924,1,train,True
000643,0,train,False
002144,1,train,False
003595,1,train,False
004987,1,train,True
000857,1,train,True
002312,1,train,True
002308,1,train,True
003334,1,train,False
000179,1,train,True
002345,0,train,True
004160,0,train,True
004581,1,train,False
001841,1,train,True
003668,1,train,True
002271,1,train,True
000254,0,train,False
001493,1,train,False
003648,1,train,False
003563,0,train,False
003133,1,train,True
001425,1,train,False
001371,1,train,True
001588,1,train,False
002511,1,train,False
004391,1,train,True
002475,0,train,False
002748,1,train,False
000364,0,train,True
000769,1,train,False
004015,1,train,False
001832,0,train,True
001080,1,train,True
000333,0,train,False
003151,1,train,False
004847,1,train,True
002976,0,train,True
002856,0,train,True
003135,1,train,False
000064,0,train,True
001453,1,train,False
004769,1,train,False
003416,1,train,False
002933,0,train,False
002349,0,train,False
001391,1,train,True
002691,1,train,False
001967,1,train,False
004271,1,train,True
001518,1,train,False
003699,1,train,True
004841,1,train,True
001236,1,train,True
002232,1,train,False
002611,1,train,False
000436,0,train,True
003453,0,train,True
000738,1,train,False
003324,1,train,False
002946,0,train,True
001698,1,train,True
003616,1,train,False
001893,1,train,False
004917,1,train,False
004883,1,train,False
003162,1,train,True
004283,1,train,False
001423,1,train,True
000484,0,train,False
001828,0,train,False
001611,1,train,True
002174,1,train,False
003852,1,train,True
003523,0,train,False
003158,1,train,True
004204,1,train,True
003014,1,train,True
000833,1,train,True
004569,1,train,False
004262,1,train,False
004472,1,train,False
001023,1,train,True
000102,1,train,False
001777,1,train,False
000441,0,train,False
003473,0,train,False
004164,0,train,True
000916,1,train,True
002765,0,train,False
000864,1,train,True
001889,0,train,True
000544,0,train,True
001930,0,train,True
003858,1,train,False
004646,1,train,False
001791,0,train,True
003708,1,train,False
004196,1,train,False
000508,0,train,False
001460,1,train,False
001952,1,train,False
000672,0,train,False
003388,1,train,False
003431,0,train,True
002885,0,train,True
001426,1,train,False
001000,1,train,True
003537,0,train,False
000077,1,train,False
004583,1,train,True
000198,0,train,True
000442,0,train,True
000636,0,train,False
002437,0,train,False
001110,1,train,False
000837,1,train,True
001958,1,train,False
002375,0,train,False
004441,1,train,False
000515,0,train,False
004293,1,train,True
001143,1,train,True
003854,1,train,False
003964,1,train,True
002106,1,train,False
001130,1,train,True
001342,1,train,True
002839,1,train,True
001561,1,train,True
000263,1,train,False
003739,1,train,True
002958,0,train,False
002584,1,train,False
000097,1,train,False
004384,1,train,False
004132,0,train,False
001706,1,train,False
003949,1,train,True
004383,1,train,False
003604,1,train,False
002935,0,train,True
002107,1,train,False
004150,0,train,True
004352,1,train,False
001814,0,train,True
000827,1,train,False
001950,1,train,False
002147,1,train,True
000535,0,train,False
003569,0,train,True
003002,1,train,False
002095,1,train,True
002557,1,train,True
004193,1,train,True
000165,0,train,False
003107,1,train,False
001207,1,train,False
001943,0,train,True
001362,1,train,True
004575,1,train,True
004182,1,train,False
000514,0,train,True
003037,0,train,True
004673,0,train,False
004469,1,train,True
002140,1,train,False
001865,0,train,True
002969,0,train,False
000668,1,train,False
003937,1,train,True
003902,1,train,False
003354,1,train,False
003740,1,train,False
002602,1,train,False
004837,1,train,True
001308,1,train,True
003807,1,train,False
000145,0,train,True
004857,1,train,False
003671,1,train,True
003969,1,train,True
004625,0,train,True
004488,1,train,True
001035,1,train,False
001900,0,train,False
004544,1,train,False
004785,1,train,True
000555,0,train,True
003409,1,train,True
002786,1,train,False
000098,1,train,False
000716,1,train,False
000388,0,train,False
003258,1,train,False
001196,1,train,False
000015,0,train,True
004064,1,train,True
000509,0,train,True
002734,1,train,False
003885,1,train,False
003289,1,train,False
000404,0,train,True
001353,1,train,True
000121,0,train,True
004928,1,train,False
001591,1,train,True
002693,1,train,False
001330,1,train,True
002254,1,train,False
001132,1,train,True
003779,1,train,False
000057,0,train,False
002015,1,train,False
002398,0,train,True
004741,1,train,False
002752,1,train,False
003877,1,train,False
000977,1,train,True
004936,1,train,True
001792,0,train,False
002198,1,train,True
002869,0,train,False
003385,1,train,True
003467,0,train,True
003551,0,train,True
002671,1,train,True
003792,1,train,False
000427,0,train,True
003735,1,train,False
000377,0,train,True
000967,1,train,False
002616,1,train,False
003214,1,train,True
003738,1,train,True
001707,1,train,False
003880,1,train,True
004318,1,train,False
004608,0,train,False
004707,1,train,False
003297,1,train,False
004767,1,train,True
002654,1,train,True
002823,1,train,False
001837,0,train,False
001673,1,train,False
003028,1,train,False
003743,1,train,False
001552,1,train,True
000552,0,train,False
004619,0,train,True
000204,0,train,True
003688,1,train,True
002884,0,train,True
004942,1,train,True
000867,1,train,True
000143,0,train,True
004199,1,train,False
004819,1,train,True
003939,1,train,False
000268,0,train,True
000670,0,train,False
000757,1,train,True
001123,1,train,True
003325,1,train,False
002169,1,train,False
004595,1,train,True
000133,0,train,True
001073,1,train,False
001465,1,train,True
000089,1,train,True
004019,1,train,True
004367,1,train,False
003748,1,train,False
002805,1,train,True
002353,0,train,False
004799,1,train,False
002227,1,train,False
003155,1,train,False
000816,1,train,True
001213,1,train,True
003672,1,train,True
002731,1,train,True
003507,0,train,True
001748,1,train,False
000922,1,train,True
004754,1,train,False
000783,1,train,True
004393,1,train,False
002980,1,train,True
000800,1,train,False
004043,1,train,True
000233,0,train,False
001219,1,train,True
001099,1,train,True
000898,1,train,True
004666,0,train,True
004035,1,train,False
001108,1,train,True
004401,1,train,False
004091,0,train,False
002692,1,train,False
001348,1,train,False
004833,1,train,True
003248,1,train,False
004376,1,train,False
000359,0,train,False
004886,1,train,True
001986,1,train,False
001457,1,train,False
004323,1,train,False
003264,1,train,False
003884,1,train,False
002214,1,train,True
002020,1,train,True
004282,1,train,False
003977,1,train,True
000892,1,train,True
001163,1,train,False
002930,0,train,True
001726,1,train,False
004004,1,train,False
002800,1,train,False
000859,1,train,True
003156,1,train,False
001515,1,train,False
004716,0,train,False
004662,0,train,True
001327,1,train,False
001978,1,train,False
001292,1,train,False
003427,1,train,False
004849,1,train,False
003449,0,train,False
002674,1,train,True
003121,1,train,False
004632,0,train,True
002703,1,train,False
004780,1,train,False
004958,1,train,False
001864,0,train,True
000586,0,train,False
000491,0,train,True
003321,1,train,False
004743,1,train,False
004120,0,train,True
004101,0,train,True
001098,1,train,True
002711,1,train,False
002486,0,train,False
000050,0,train,False
001779,0,train,True
000004,0,train,True
001383,1,train,False
003064,1,train,True
004103,1,train,False
000639,0,train,False
004846,1,train,True
004116,0,train,False
004776,1,train,True
001527,1,train,True
003593,1,train,True
002161,1,train,True
004359,1,train,True
001212,1,train,False
001262,1,train,False
004695,0,train,True
002118,1,train,False
003272,1,train,False
003581,1,train,False
000539,1,train,True
002309,1,train,False
003228,1,train,True
003625,1,train,True
004644,0,train,False
001740,0,train,False
001901,0,train,False
002321,1,train,True
000866,1,train,True
003230,1,train,True
001911,1,train,False
003339,1,train,False
001008,1,train,True
000030,0,train,False
004790,1,train,True
004201,1,train,False
003772,1,train,False
002803,1,train,True
000571,0,train,True
001313,1,train,True
004314,1,train,False
002764,1,train,False
001390,1,train,True
002850,1,train,True
000829,1,train,False
002338,1,train,False
002178,1,train,False
003225,1,train,False
002766,0,train,False
001624,1,train,False
004541,1,train,True
000550,0,train,True
004920,1,train,False
000283,0,train,False
000370,0,train,True
003797,1,train,False
002990,1,train,True
004342,1,train,False
000063,0,train,True
003177,1,train,False
000452,0,train,True
002094,1,train,True
002548,0,train,True
001341,1,train,False
004706,0,train,False
004759,1,train,True
001282,1,train,False
001201,1,train,True
001803,0,train,True
000659,0,train,False
000489,0,train,True
004357,1,train,True
003262,1,train,False
001112,1,train,True
003659,1,train,False
003868,1,train,False
000775,1,train,True
002906,0,train,True
000082,0,train,False
001409,1,train,True
003600,1,train,False
003562,0,train,False
002412,0,train,True
004690,1,train,False
002417,0,train,False
001623,1,train,True
002656,1,train,False
001010,1,train,True
001614,1,train,True
004006,1,train,False
003247,1,train,False
001512,1,train,True
000662,0,train,False
004309,1,train,True
001852,0,train,True
003352,1,train,False
003424,1,train,False
000456,0,train,False
001678,1,train,True
003440,0,train,False
001968,1,train,False
002876,0,train,True
000200,1,train,True
003954,1,train,False
000266,0,train,True
001103,1,train,True
000187,0,train,True
000501,0,train,True
003640,1,train,False
004166,1,train,False
000495,0,train,True
002874,0,train,True
003406,1,train,False
001492,1,train,False
003419,1,train,False
001380,1,train,True
001514,1,train,False
003907,1,train,True
000792,1,train,True
003631,1,train,False
000528,0,train,False
003310,1,train,False
002960,0,train,True
002481,0,train,True
002699,1,train,False
002413,0,train,True
000777,1,train,False
000039,0,train,False
002632,1,train,False
001564,1,train,False
004688,0,train,False
001434,1,train,False
003693,1,train,True
000074,0,train,True
002103,1,train,False
000280,0,train,False
001052,1,train,False
003935,1,train,True
002446,0,train,True
004011,1,train,True
002023,1,train,False
001428,1,train,False
000411,1,train,False
000924,1,train,True
000821,1,train,False
001095,1,train,True
003047,0,train,False
004961,1,train,True
003525,0,train,False
001663,1,train,True
004900,1,train,False
001945,0,train,False
001547,1,train,False
004501,1,train,True
004516,1,train,False
000498,1,train,False
002605,1,train,False
004655,0,train,False
002950,0,train,False
002113,1,train,True
002861,0,train,False
000372,0,train,True
004817,1,train,False
000786,1,train,True
003236,1,train,False
001346,1,train,False
002825,1,train,True
004913,1,train,True
003497,0,train,False
003081,1,train,False
004772,1,train,True
001906,0,train,True
000278,0,train,True
003759,1,train,False
003726,1,train,False
001551,1,train,True
002541,1,train,True
002817,1,train,False
000879,1,train,True
002120,1,train,False
004211,1,train,False
000352,1,train,False
004615,0,train,True
003644,1,train,False
004820,1,train,False
001571,1,train,True
001628,1,train,True
003266,1,train,True
000497,0,train,True
003944,1,train,True
001454,1,train,True
003673,1,train,True
002330,1,train,False
000273,0,train,False
000325,0,train,True
000872,1,train,False
003841,1,train,False
000185,0,train,False
004795,1,train,True
004540,1,train,True
000926,1,train,True
001175,1,train,False
003965,1,train,True
003110,1,train,False
002924,0,train,True
002222,1,train,True
002867,0,train,False
001170,1,train,True
004912,1,train,False
004765,1,train,False
003864,1,train,False
002096,1,train,True
000928,1,train,False
003067,1,train,False
000618,1,train,False
002833,1,train,False
004406,1,train,False
000111,0,train,True
003069,1,train,True
000262,0,train,False
001464,1,train,True
004763,1,train,True
001617,1,train,True
002397,0,train,True
001836,0,train,True
003499,0,train,True
004240,1,train,False
002898,0,train,False
004434,1,train,True
003765,1,train,True
000368,0,train,False
001167,1,train,False
000117,0,train,True
000564,1,train,False
004335,1,train,False
002070,1,train,False
001931,0,train,False
004239,1,train,False
004332,1,train,True
000096,1,train,True
001374,1,train,True
004878,1,train,False
003839,1,train,True
004881,1,train,True
002797,1,train,False
003128,1,train,False
001311,1,train,False
003196,1,train,True
001183,1,train,False
002358,0,train,True
001148,1,train,False
003574,0,train,True
002031,1,train,True
001637,1,train,True
003083,1,train,True
000431,0,train,True
004082,0,train,False
004180,1,train,False
002313,1,train,True
004141,0,train,True
001987,1,train,False
002760,1,train,False
001230,1,train,True
001499,1,train,False
003233,1,train,True
000736,1,train,True
004361,1,train,False
002109,1,train,False
000910,1,train,False
004824,1,train,False
002090,1,train,True
000840,1,train,True
002479,0,train,True
002998,1,train,False
000466,0,train,True
000435,0,train,True
003849,1,train,False
003900,1,train,True
000226,0,train,True
003518,0,train,True
002168,1,train,False
003520,0,train,True
000192,0,train,False
001971,1,train,True
000424,0,train,True
003912,1,train,True
003685,1,train,False
003832,1,train,False
002454,0,train,False
002405,0,train,False
002283,1,train,True
004493,1,train,False
002259,1,train,True
004972,1,train,False
001237,1,train,True
002350,0,train,False
003283,1,train,False
004308,1,train,False
004249,1,train,False
003052,1,train,True
003915,1,train,False
000531,0,train,False
002406,0,train,False
003291,1,train,False
000891,1,train,True
004038,1,train,False
002323,1,train,False
000403,0,train,True
001809,1,train,False
002523,1,train,True
003524,0,train,True
001907,0,train,True
003928,1,train,False
000229,0,train,True
001048,1,train,False
002638,1,train,True
003674,1,train,True
002995,1,train,False
004977,1,train,True
001318,1,train,True
003000,1,train,False
002890,0,train,True
001117,1,train,True
002217,1,train,False
000193,0,train,True
001682,1,train,False
001107,1,train,True
001511,1,train,False
000948,1,train,True
003548,0,train,True
001367,1,train,True
000320,0,train,False
000080,1,train,False
000071,0,train,False
001856,0,train,False
002732,1,train,True
000439,0,train,True
003931,1,train,False
001568,1,train,True
000499,0,train,True
002466,0,train,False
004171,1,train,False
002894,0,train,True
004529,1,train,False
004265,1,train,False
000979,1,train,True
000008,0,train,True
001523,1,train,True
002450,0,train,True
004304,1,train,False
004719,0,train,False
003466,0,train,False
000603,0,train,True
000653,0,train,True
000937,1,train,False
002937,0,train,True
002831,1,train,True
002490,0,train,True
002129,1,train,True
003353,1,train,False
004851,1,train,False
003914,1,train,False
000252,0,train,False
000462,0,train,True
001225,1,train,True
002064,1,train,True
003060,1,train,False
003645,1,train,False
004066,1,train,True
004424,1,train,True
004593,1,train,False
003032,1,train,False
000402,0,train,True
002795,1,train,True
002951,0,train,True
000171,0,train,False
003244,1,train,False
003178,1,train,False
003715,1,train,False
003041,1,train,False
001825,1,train,False
001269,1,train,False
002472,0,train,True
001947,0,train,False
001474,1,train,True
004702,0,train,True
002476,0,train,True
000633,0,train,True
001271,1,train,False
000781,1,train,False
000632,0,train,True
001717,1,train,True
000490,0,train,True
000706,1,train,False
002156,1,train,True
001548,1,train,True
002841,1,train,False
001020,1,train,False
003149,1,train,True
000018,0,train,True
000049,0,train,False
004733,1,train,True
002404,0,train,True
003729,1,train,False
003737,1,train,False
003384,1,train,True
000559,0,train,True
001691,1,train,False
000676,0,train,True
003195,1,train,False
004758,1,train,False
002651,1,train,False
004077,0,train,False
004405,1,train,True
