image_id,label,split,group,keep
002866,0,train,106,True
000285,0,train,107,True
003956,1,train,108,True
004208,1,train,109,True
002988,1,train,110,True
003913,1,train,111,True
000090,1,train,112,True
000248,0,train,113,True
001735,0,train,114,True
002968,0,train,115,True
001659,1,train,116,True
003542,0,train,117,True
001680,1,train,118,True
004229,1,train,119,False
004442,1,train,120,True
000084,0,train,121,True
003529,0,train,122,True
002265,1,train,123,True
001577,1,train,124,True
004467,1,train,125,True
000631,0,train,126,False
004675,0,train,127,True
004374,1,train,128,True
001239,1,train,129,True
002881,0,train,130,True
001815,0,train,131,True
002219,1,train,132,True
000726,1,train,133,True
002525,1,train,134,True
003500,0,train,135,True
001070,1,train,136,True
003606,1,train,137,True
002246,1,train,138,True
003432,0,train,139,True
001090,1,train,140,True
003411,1,train,141,True
002001,1,train,142,True
001429,1,train,143,True
001627,1,train,144,True
003308,1,train,145,True
004560,1,train,146,True
004076,0,train,147,True
000308,0,train,148,True
000301,0,train,149,True
000166,0,train,150,True
001191,1,train,151,True
001016,1,train,152,True
001507,1,train,153,True
001004,1,train,154,True
000658,0,train,155,True
004831,1,train,156,True
001062,1,train,157,True
002706,1,train,158,True
004498,1,train,159,True
000734,1,train,160,True
002777,1,train,161,True
001895,0,train,162,True
004507,1,train,163,True
002849,1,train,164,True
002464,0,train,165,True
002249,1,train,166,True
001742,0,train,167,True
001172,1,train,168,True
003434,0,train,169,True
003996,1,train,170,True
004319,1,train,171,True
003320,1,train,172,True
004296,1,train,173,True
000517,0,train,174,True
000454,0,train,175,True
003851,1,train,176,True
002457,0,train,177,True
000477,0,train,178,True
003791,1,train,179,True
002157,1,train,180,True
000610,0,train,181,True
000306,0,train,182,True
002394,0,train,183,True
000299,0,train,184,True
002182,1,train,185,True
002173,1,train,186,True
001056,1,train,187,True
003744,1,train,188,True
002729,0,train,189,True
000065,0,train,190,True
001806,0,train,191,True
003277,1,train,192,True
003713,1,train,193,True
001696,1,train,194,True
000567,0,train,195,True
004460,1,train,196,True
003515,0,train,197,True
002853,1,train,198,True
004279,1,train,199,True
004998,1,train,200,True
002480,0,train,201,True
003982,1,train,202,True
002739,1,train,203,True
001842,1,train,204,True
004386,1,train,205,True
002852,1,train,206,True
000485,0,train,207,True
000995,1,train,208,True
001169,1,train,209,True
003103,1,train,210,True
004221,1,train,211,True
003223,1,train,212,True
004980,1,train,213,True
002925,0,train,214,True
002189,1,train,215,True
000357,0,train,216,True
003768,1,train,217,True
003538,0,train,218,True
001351,1,train,219,True
001721,1,train,220,True
003174,1,train,221,True
002252,1,train,222,True
003752,1,train,223,True
004071,0,train,224,True
004260,1,train,225,True
004028,1,train,226,True
004879,1,train,227,True
002390,0,train,228,True
004259,1,train,229,True
003420,1,train,230,True
001820,1,train,231,True
002121,1,train,232,True
003983,1,train,233,True
000805,1,train,234,True
002973,0,train,235,True
003070,1,train,236,True
003540,0,train,237,True
003342,1,train,238,True
003173,1,train,239,True
003675,1,train,240,True
003496,0,train,241,True
000681,1,train,242,True
003209,1,train,243,True
004634,0,train,244,True
003876,1,train,245,True
000036,0,train,246,True
000092,0,train,247,True
003504,0,train,248,True
001309,1,train,249,True
004600,0,train,250,True
003212,1,train,251,True
001630,1,train,252,True
004749,1,train,253,True
000664,0,train,254,True
001450,1,train,255,True
003311,1,train,256,True
004267,1,train,257,True
002325,1,train,258,True
002202,1,train,259,True
004676,0,train,260,True
003984,1,train,261,True
001210,1,train,262,True
004897,1,train,263,True
001422,1,train,264,True
004343,1,train,265,True
004051,1,train,266,True
001319,1,train,267,True
004921,1,train,268,True
003771,1,train,269,True
004910,1,train,270,True
003270,1,train,271,True
000719,1,train,272,True
000429,0,train,273,True
003867,1,train,274,True
002915,0,train,275,True
004909,1,train,276,True
003886,1,train,277,True
003602,1,train,278,True
001378,1,train,279,True
004273,1,train,280,True
001024,1,train,281,True
004653,0,train,282,True
002385,0,train,283,True
000617,0,train,284,True
003623,1,train,285,True
004347,1,train,286,True
002395,0,train,287,True
000160,0,train,288,True
003095,1,train,289,True
001345,1,train,290,True
004280,1,train,291,True
004635,1,train,292,True
002591,1,train,293,True
000814,1,train,294,True
003986,1,train,295,True
000408,0,train,296,True
001432,1,train,297,True
003825,1,train,298,True
002303,1,train,299,True
004008,1,train,300,True
001138,1,train,301,True
003516,0,train,302,True
002393,0,train,303,True
004748,1,train,304,True
003045,1,train,305,True
000237,0,train,306,True
003953,1,train,307,True
003554,0,train,308,True
002452,0,train,309,True
004452,1,train,310,True
002902,0,train,311,True
002775,1,train,312,True
002957,0,train,313,True
000215,0,train,314,True
004761,1,train,315,True
004590,1,train,316,True
004366,1,train,317,True
000748,1,train,318,True
002657,1,train,319,True
003718,1,train,320,True
000529,0,train,321,True
001260,1,train,322,True
004669,0,train,323,True
004173,1,train,324,True
004832,1,train,325,True
002049,1,train,326,True
000162,0,train,327,True
000902,1,train,328,True
002679,1,train,329,True
001370,1,train,330,True
002018,1,train,331,True
000665,0,train,332,True
002864,0,train,333,True
003970,1,train,334,True
000951,1,train,335,True
002208,1,train,336,True
002074,1,train,337,True
002292,1,train,338,True
004341,1,train,339,True
001711,1,train,340,True
000341,0,train,341,True
004215,1,train,342,True
001539,1,train,343,True
002482,0,train,344,True
003557,0,train,345,True
000943,1,train,346,False
002492,1,train,347,True
002514,0,train,348,True
002347,1,train,349,True
000984,1,train,350,True
003271,1,train,351,True
003221,1,train,352,True
003186,1,train,353,True
002301,1,train,354,True
001578,1,train,355,True
004377,1,train,356,True
001857,0,train,357,True
001281,1,train,358,True
002962,0,train,359,True
001744,1,train,360,True
000476,0,train,361,True
001508,1,train,362,True
002716,1,train,363,True
000407,0,train,364,True
001690,1,train,365,True
003946,1,train,366,True
004331,1,train,367,True
001605,1,train,368,True
001859,0,train,369,True
003584,1,train,370,True
001087,1,train,371,True
001127,1,train,372,True
004513,1,train,373,True
002721,1,train,374,True
001458,1,train,375,True
002720,1,train,376,True
000611,0,train,377,True
003108,1,train,378,True
004031,1,train,379,True
002561,1,train,380,True
004427,1,train,381,True
002176,1,train,382,True
002879,0,train,383,True
001759,0,train,384,True
000718,1,train,385,True
003940,1,train,386,True
002559,1,train,387,True
000572,0,train,388,False
002146,1,train,389,True
000395,0,train,390,True
000520,1,train,391,True
002401,0,train,392,True
000130,0,train,393,True
000265,0,train,394,True
004696,0,train,395,True
004121,0,train,396,True
000543,0,train,397,True
001247,1,train,398,True
001218,1,train,399,True
001091,1,train,400,True
003085,1,train,401,True
001844,0,train,402,True
004705,1,train,403,True
000794,1,train,404,True
002512,1,train,405,True
001994,1,train,406,True
004118,0,train,407,True
001939,0,train,408,True
002619,1,train,409,True
003813,1,train,410,True
003610,1,train,411,True
002489,0,train,412,True
001780,0,train,413,True
002190,1,train,414,True
002929,0,train,415,True
000504,0,train,416,True
000347,0,train,417,True
001015,1,train,418,True
000279,0,train,419,True
001800,0,train,420,True
003561,0,train,421,True
002834,1,train,422,True
000644,0,train,423,True
004226,1,train,424,True
003861,1,train,425,True
003783,1,train,426,True
003627,1,train,427,True
003815,1,train,428,True
004268,1,train,429,True
004354,1,train,430,True
000032,0,train,431,True
002528,1,train,432,True
001369,1,train,433,True
000087,0,train,434,True
003667,1,train,435,True
002586,1,train,436,True
003590,1,train,437,True
002667,1,train,438,True
001599,1,train,439,True
004012,1,train,440,True
000868,1,train,441,True
000875,1,train,442,True
002409,0,train,443,True
003543,0,train,444,True
003480,0,train,445,True
002590,0,train,446,True
002913,0,train,447,True
002384,0,train,448,True
002574,1,train,449,True
004223,1,train,450,True
001054,1,train,451,True
002648,1,train,452,True
000457,0,train,453,True
003333,1,train,454,True
001873,0,train,455,True
003630,1,train,456,True
003680,1,train,457,True
003494,0,train,458,True
002191,1,train,459,True
003179,1,train,460,True
003380,1,train,461,True
002415,0,train,462,True
003711,1,train,463,True
002280,1,train,464,True
000674,0,train,465,True
000315,0,train,466,True
000828,1,train,467,True
003183,1,train,468,True
002708,1,train,469,True
003957,1,train,470,True
002320,1,train,471,True
000163,1,train,472,True
001747,1,train,473,True
001051,1,train,474,True
004135,0,train,475,True
002981,1,train,476,True
003253,1,train,477,True
002209,1,train,478,True
002598,1,train,479,True
004466,1,train,480,True
001301,1,train,481,True
002709,1,train,482,True
002542,1,train,483,True
000962,1,train,484,True
003038,1,train,485,True
000593,0,train,486,True
002603,1,train,487,True
002967,0,train,488,True
004630,0,train,489,True
001063,1,train,490,True
004964,1,train,491,True
004828,1,train,492,True
004855,1,train,493,True
000727,1,train,494,True
004106,0,train,495,True
004862,1,train,496,True
003731,1,train,497,True
004556,1,train,498,True
004771,1,train,499,True
000650,0,train,500,True
001880,0,train,501,True
003799,1,train,502,True
002543,1,train,503,True
001667,1,train,504,True
004789,1,train,505,True
000953,1,train,506,True
003650,1,train,507,True
004340,1,train,508,True
000804,1,train,509,True
004699,1,train,510,True
002715,1,train,511,True
004622,0,train,512,True
002477,0,train,513,True
000188,0,train,514,True
003938,1,train,386,True
003796,1,train,515,True
002491,1,train,516,True
004753,1,train,517,True
001872,0,train,518,True
004348,1,train,519,True
003850,1,train,520,True
002992,1,train,521,True
001784,0,train,522,True
001419,1,train,523,True
004048,1,train,524,True
004764,1,train,525,True
000747,1,train,526,True
004502,1,train,527,True
002040,1,train,528,True
004778,1,train,529,True
004174,1,train,530,True
004713,0,train,531,True
002256,1,train,532,True
002282,1,train,533,True
002399,0,train,534,True
000744,1,train,535,True
003694,1,train,536,True
000020,0,train,537,True
004455,1,train,538,True
002081,1,train,539,True
002352,0,train,540,True
003747,1,train,541,True
003197,1,train,542,True
001032,1,train,543,True
004007,1,train,544,True
002423,0,train,545,True
001593,1,train,546,True
002392,0,train,547,True
001606,1,train,548,True
003213,1,train,549,True
001616,1,train,550,True
000553,0,train,551,True
001022,1,train,552,True
004079,0,train,553,True
000034,0,train,554,True
003903,1,train,555,True
003785,1,train,556,True
003493,0,train,557,True
001497,1,train,558,True
004672,0,train,559,True
002746,1,train,560,True
001026,1,train,561,True
003879,1,train,562,True
000854,1,train,563,True
001736,0,train,564,True
004725,1,train,565,True
003088,1,train,566,True
003331,1,train,567,True
000319,0,train,568,True
000751,1,train,569,True
003153,1,train,570,True
001580,1,train,571,True
002061,1,train,572,True
000152,0,train,573,True
001350,1,train,574,True
000560,0,train,575,True
001929,0,train,576,True
000803,1,train,577,True
001418,1,train,578,True
002447,0,train,579,True
004504,1,train,580,True
002762,1,train,581,True
000257,1,train,582,True
001848,0,train,583,True
004738,1,train,584,True
001044,1,train,585,True
000950,1,train,586,True
002234,1,train,587,True
001969,1,train,588,True
002042,1,train,589,True
003050,1,train,590,True
004709,1,train,591,True
003368,1,train,592,True
000813,1,train,593,True
003399,1,train,594,True
002411,0,train,595,True
004571,1,train,596,True
003215,1,train,597,True
001145,1,train,598,True
004503,1,train,599,True
000678,0,train,600,True
000990,1,train,601,True
003495,0,train,602,True
000399,0,train,603,True
004285,1,train,604,True
002010,1,train,605,True
002531,1,train,606,True
002273,1,train,607,True
000590,0,train,608,True
003344,1,train,609,True
000172,0,train,610,True
001752,0,train,611,True
002441,0,train,612,True
003422,1,train,613,True
000505,0,train,614,True
003166,1,train,615,True
000661,0,train,616,True
003608,1,train,617,True
002642,1,train,618,True
004681,0,train,619,True
000763,1,train,620,True
002647,1,train,621,True
000848,1,train,622,True
004159,1,train,623,True
002993,1,train,624,True
003157,1,train,625,True
001973,1,train,626,True
003698,1,train,627,True
003044,1,train,628,True
004317,1,train,629,True
004903,1,train,630,True
003555,0,train,631,True
000696,1,train,632,True
004609,0,train,633,True
004602,0,train,634,True
001647,1,train,635,True
003109,1,train,636,True
003448,0,train,637,True
003024,1,train,638,True
004674,0,train,639,True
001410,1,train,640,True
003633,1,train,641,True
004512,1,train,642,True
001398,1,train,643,True
000116,1,train,644,True
002369,0,train,645,True
004532,1,train,646,False
000313,0,train,647,True
001104,1,train,648,True
000178,1,train,649,True
000920,1,train,650,True
000478,0,train,651,True
000414,0,train,652,True
003046,1,train,653,True
002685,0,train,654,True
004547,1,train,655,True
002133,1,train,656,True
003720,1,train,657,True
003413,1,train,658,True
003905,1,train,659,True
004149,0,train,660,True
002305,1,train,661,True
001211,1,train,662,True
002422,0,train,663,True
001649,1,train,664,True
001290,1,train,665,True
004029,1,train,666,True
004627,0,train,667,False
000981,1,train,668,True
001963,1,train,669,True
001029,1,train,670,False
002909,0,train,671,True
003922,1,train,672,True
001757,1,train,673,True
003823,1,train,674,True
002436,0,train,675,True
001071,1,train,676,True
000595,0,train,677,True
002037,1,train,678,True
000100,0,train,679,True
000906,1,train,680,True
000173,0,train,681,True
001622,1,train,682,True
002000,1,train,683,True
000022,0,train,684,True
000419,0,train,685,True
001232,1,train,686,True
003716,1,train,687,True
000241,0,train,688,True
001059,1,train,689,True
003878,1,train,690,True
003660,1,train,691,True
003304,1,train,692,True
002753,1,train,693,True
004578,1,train,694,True
003948,1,train,695,True
001354,1,train,696,True
002905,0,train,697,True
001086,1,train,698,True
001650,1,train,699,True
000418,0,train,700,True
004251,1,train,701,True
004624,0,train,702,True
000961,1,train,703,True
001358,1,train,704,True
001333,1,train,705,True
004068,0,train,706,True
000876,1,train,707,True
001861,1,train,708,True
003535,0,train,709,True
001725,1,train,710,True
000091,0,train,711,True
000314,0,train,712,True
004052,1,train,713,True
003347,1,train,714,True
003971,1,train,715,True
001121,1,train,716,True
002763,1,train,717,True
004232,1,train,718,True
003921,1,train,719,True
003068,1,train,720,True
002570,1,train,721,True
002500,1,train,722,True
002668,1,train,723,True
001520,1,train,724,True
000327,0,train,725,True
000486,0,train,726,True
000666,1,train,727,True
001197,1,train,728,True
001867,0,train,729,True
003951,1,train,730,True
001604,1,train,731,True
001329,1,train,732,True
004629,0,train,733,True
003845,1,train,734,True
002089,1,train,735,True
000033,0,train,736,True
004656,0,train,737,True
000443,0,train,738,True
000799,1,train,739,True
000376,0,train,740,True
000303,0,train,741,True
001927,0,train,742,True
004423,1,train,743,True
001372,1,train,744,True
003229,1,train,745,True
002410,0,train,595,True
003995,1,train,746,True
003662,1,train,747,True
003290,1,train,748,True
004555,1,train,749,True
000983,1,train,750,True
001683,1,train,751,True
002650,1,train,752,True
002870,0,train,753,True
001631,1,train,754,True
004519,1,train,755,True
002942,0,train,756,True
001756,0,train,757,True
001448,1,train,758,True
000398,0,train,759,True
004002,1,train,760,True
003460,0,train,761,True
000159,0,train,762,True
004777,1,train,763,True
000088,1,train,764,True
002597,1,train,765,True
000921,1,train,766,True
000731,1,train,767,True
003728,1,train,768,True
000235,0,train,769,True
002757,1,train,770,True
002907,0,train,771,True
002093,1,train,772,True
000700,1,train,773,True
000824,1,train,774,True
002537,1,train,775,True
002955,0,train,776,True
003120,1,train,777,True
002361,0,train,778,True
001546,1,train,779,True
004939,1,train,780,True
002600,1,train,781,True
004539,1,train,782,True
004803,1,train,783,True
002439,0,train,784,True
002484,0,train,785,True
000909,1,train,786,True
004924,1,train,787,True
000643,0,train,788,True
002144,1,train,789,True
003595,1,train,790,True
004987,1,train,791,True
000857,1,train,792,True
002312,1,train,793,True
002308,1,train,794,True
003334,1,train,795,True
000179,1,train,796,True
002345,0,train,797,True
004160,0,train,798,True
004581,1,train,799,True
001841,1,train,800,True
003668,1,train,801,True
002271,1,train,802,True
000254,0,train,803,True
001493,1,train,804,True
003648,1,train,805,True
003563,0,train,806,True
003133,1,train,807,True
001425,1,train,808,True
001371,1,train,809,True
001588,1,train,810,True
002511,1,train,811,True
004391,1,train,812,True
002475,0,train,813,True
002748,1,train,814,True
000364,0,train,815,True
000769,1,train,816,True
004015,1,train,817,True
001832,0,train,818,True
001080,1,train,819,True
000333,0,train,820,True
003151,1,train,821,True
004847,1,train,822,True
002976,0,train,823,True
002856,0,train,824,True
003135,1,train,825,True
000064,0,train,826,True
001453,1,train,827,True
004769,1,train,828,True
003416,1,train,829,True
002933,0,train,830,True
002349,0,train,831,True
001391,1,train,832,True
002691,1,train,833,True
001967,1,train,834,True
004271,1,train,835,True
001518,1,train,836,True
003699,1,train,837,True
004841,1,train,838,True
001236,1,train,839,True
002232,1,train,840,True
002611,1,train,841,True
000436,0,train,842,True
003453,0,train,843,True
000738,1,train,844,True
003324,1,train,845,True
002946,0,train,846,True
001698,1,train,847,True
003616,1,train,848,True
001893,1,train,849,True
004917,1,train,850,True
004883,1,train,851,True
003162,1,train,852,True
004283,1,train,853,True
001423,1,train,854,True
000484,0,train,855,True
001828,0,train,856,True
001611,1,train,857,True
002174,1,train,858,True
003852,1,train,859,True
003523,0,train,860,True
003158,1,train,861,True
004204,1,train,862,True
003014,1,train,863,True
000833,1,train,864,True
004569,1,train,865,True
004262,1,train,866,True
004472,1,train,867,True
001023,1,train,868,True
000102,1,train,869,True
001777,1,train,870,True
000441,0,train,871,True
003473,0,train,872,True
004164,0,train,873,True
000916,1,train,874,True
002765,0,train,875,True
000864,1,train,876,True
001889,0,train,877,True
000544,0,train,878,True
001930,0,train,879,True
003858,1,train,880,True
004646,1,train,881,True
001791,0,train,882,True
003708,1,train,883,True
004196,1,train,884,True
000508,0,train,885,True
001460,1,train,886,True
001952,1,train,887,True
000672,0,train,888,True
003388,1,train,889,True
003431,0,train,890,True
002885,0,train,891,True
001426,1,train,892,True
001000,1,train,893,True
003537,0,train,894,True
000077,1,train,895,True
004583,1,train,896,True
000198,0,train,897,True
000442,0,train,898,True
000636,0,train,899,True
002437,0,train,900,True
001110,1,train,901,True
000837,1,train,902,True
001958,1,train,903,True
002375,0,train,904,True
004441,1,train,905,True
000515,0,train,906,True
004293,1,train,907,True
001143,1,train,908,True
003854,1,train,909,True
003964,1,train,910,True
002106,1,train,911,True
001130,1,train,912,True
001342,1,train,913,True
002839,1,train,914,True
001561,1,train,915,False
000263,1,train,916,True
003739,1,train,917,True
002958,0,train,918,True
002584,1,train,919,True
000097,1,train,920,True
004384,1,train,921,True
004132,0,train,922,True
001706,1,train,923,True
003949,1,train,924,True
004383,1,train,925,True
003604,1,train,926,True
002935,0,train,927,True
002107,1,train,928,True
004150,0,train,929,True
004352,1,train,930,True
001814,0,train,931,True
000827,1,train,932,True
001950,1,train,933,True
002147,1,train,934,True
000535,0,train,935,True
003569,0,train,936,True
003002,1,train,937,False
002095,1,train,938,True
002557,1,train,939,True
004193,1,train,940,True
000165,0,train,941,True
003107,1,train,942,True
001207,1,train,943,True
001943,0,train,944,True
001362,1,train,945,True
004575,1,train,946,True
004182,1,train,947,True
000514,0,train,948,True
003037,0,train,949,True
004673,0,train,950,True
004469,1,train,951,True
002140,1,train,952,True
001865,0,train,953,True
002969,0,train,954,True
000668,1,train,955,True
003937,1,train,956,False
003902,1,train,957,True
003354,1,train,958,True
003740,1,train,959,True
002602,1,train,960,True
004837,1,train,961,True
001308,1,train,962,True
003807,1,train,963,True
000145,0,train,964,True
004857,1,train,965,True
003671,1,train,966,True
003969,1,train,967,True
004625,0,train,968,True
004488,1,train,969,True
001035,1,train,970,True
001900,0,train,971,True
004544,1,train,972,True
004785,1,train,973,True
000555,0,train,974,True
003409,1,train,975,True
002786,1,train,976,True
000098,1,train,977,True
000716,1,train,978,True
000388,0,train,979,True
003258,1,train,980,True
001196,1,train,981,True
000015,0,train,982,True
004064,1,train,983,True
000509,0,train,984,True
002734,1,train,985,True
003885,1,train,986,True
003289,1,train,987,True
000404,0,train,988,True
001353,1,train,989,True
000121,0,train,990,True
004928,1,train,991,True
001591,1,train,992,True
002693,1,train,993,True
001330,1,train,994,True
002254,1,train,995,True
001132,1,train,996,True
003779,1,train,997,True
000057,0,train,998,True
002015,1,train,999,True
002398,0,train,1000,True
004741,1,train,1001,True
002752,1,train,1002,True
003877,1,train,1003,True
000977,1,train,1004,True
004936,1,train,1005,True
001792,0,train,1006,True
002198,1,train,1007,True
002869,0,train,1008,True
003385,1,train,1009,True
003467,0,train,1010,True
003551,0,train,1011,True
002671,1,train,1012,True
003792,1,train,1013,True
000427,0,train,1014,True
003735,1,train,1015,True
000377,0,train,1016,True
000967,1,train,1017,True
002616,1,train,1018,True
003214,1,train,1019,True
003738,1,train,1020,True
001707,1,train,1021,True
003880,1,train,1022,True
004318,1,train,1023,True
004608,0,train,1024,True
004707,1,train,1025,True
003297,1,train,1026,True
004767,1,train,1027,True
002654,1,train,1028,True
002823,1,train,1029,True
001837,0,train,1030,True
001673,1,train,1031,True
003028,1,train,1032,True
003743,1,train,1033,True
001552,1,train,1034,True
000552,0,train,1035,True
004619,0,train,1036,True
000204,0,train,1037,True
003688,1,train,1038,True
002884,0,train,1039,True
004942,1,train,1040,True
000867,1,train,1041,True
000143,0,train,1042,True
004199,1,train,1043,True
004819,1,train,1044,True
003939,1,train,386,True
000268,0,train,1045,True
000670,0,train,1046,True
000757,1,train,1047,True
001123,1,train,1048,True
003325,1,train,1049,True
002169,1,train,1050,True
004595,1,train,1051,True
000133,0,train,1052,True
001073,1,train,1053,True
001465,1,train,1054,True
000089,1,train,1055,True
004019,1,train,1056,True
004367,1,train,1057,True
003748,1,train,1058,True
002805,1,train,1059,True
002353,0,train,1060,True
004799,1,train,1061,True
002227,1,train,1062,True
003155,1,train,1063,True
000816,1,train,1064,True
001213,1,train,1065,True
003672,1,train,1066,True
002731,1,train,1067,True
003507,0,train,1068,True
001748,1,train,1069,True
000922,1,train,1070,True
004754,1,train,1071,True
000783,1,train,1072,True
004393,1,train,1073,True
002980,1,train,1074,True
000800,1,train,1075,True
004043,1,train,1076,True
000233,0,train,1077,True
001219,1,train,1078,True
001099,1,train,1079,True
000898,1,train,1080,True
004666,0,train,1081,True
004035,1,train,1082,True
001108,1,train,1083,True
004401,1,train,1084,True
004091,0,train,1085,True
002692,1,train,833,True
001348,1,train,1086,True
004833,1,train,1087,True
003248,1,train,1088,True
004376,1,train,1089,True
000359,0,train,1090,True
004886,1,train,1091,True
001986,1,train,1092,True
001457,1,train,1093,True
004323,1,train,1094,True
003264,1,train,1095,True
003884,1,train,1096,True
002214,1,train,1097,True
002020,1,train,1098,True
004282,1,train,1099,True
003977,1,train,1100,True
000892,1,train,1101,True
001163,1,train,1102,True
002930,0,train,1103,True
001726,1,train,1104,True
004004,1,train,1105,True
002800,1,train,1106,True
000859,1,train,1107,True
003156,1,train,1108,True
001515,1,train,1109,True
004716,0,train,1110,True
004662,0,train,1111,True
001327,1,train,1112,True
001978,1,train,1113,True
001292,1,train,1114,True
003427,1,train,1115,True
004849,1,train,1116,True
003449,0,train,1117,True
002674,1,train,1118,True
003121,1,train,1119,True
004632,0,train,1120,True
002703,1,train,1121,True
004780,1,train,1122,True
004958,1,train,1123,True
001864,0,train,953,True
000586,0,train,1124,True
000491,0,train,1125,True
003321,1,train,1126,True
004743,1,train,1127,True
004120,0,train,1128,True
004101,0,train,1129,True
001098,1,train,1130,False
002711,1,train,1131,True
002486,0,train,1132,True
000050,0,train,1133,True
001779,0,train,1134,True
000004,0,train,1135,True
001383,1,train,1136,True
003064,1,train,1137,True
004103,1,train,1138,True
000639,0,train,1139,True
004846,1,train,1140,True
004116,0,train,1141,True
004776,1,train,1142,True
001527,1,train,1143,True
003593,1,train,1144,True
002161,1,train,1145,True
004359,1,train,1146,True
001212,1,train,1147,True
001262,1,train,1148,False
004695,0,train,1149,True
002118,1,train,1150,True
003272,1,train,1151,True
003581,1,train,1152,True
000539,1,train,1153,True
002309,1,train,1154,True
003228,1,train,1155,True
003625,1,train,1156,True
004644,0,train,1157,True
001740,0,train,1158,True
001901,0,train,1159,True
002321,1,train,1160,True
000866,1,train,1161,True
003230,1,train,745,True
001911,1,train,1162,True
003339,1,train,1163,True
001008,1,train,1164,True
000030,0,train,1165,True
004790,1,train,1166,True
004201,1,train,1167,True
003772,1,train,1168,True
002803,1,train,1169,True
000571,0,train,1170,True
001313,1,train,1171,False
004314,1,train,1172,True
002764,1,train,1173,True
001390,1,train,1174,True
002850,1,train,1175,True
000829,1,train,1176,True
002338,1,train,1177,True
002178,1,train,1178,True
003225,1,train,1179,True
002766,0,train,1180,True
001624,1,train,1181,True
004541,1,train,1182,True
000550,0,train,1183,True
004920,1,train,1184,True
000283,0,train,1185,True
000370,0,train,1186,True
003797,1,train,1187,True
002990,1,train,1188,True
004342,1,train,1189,True
000063,0,train,1190,True
003177,1,train,1191,True
000452,0,train,1192,True
002094,1,train,1193,True
002548,0,train,1194,True
001341,1,train,1195,True
004706,0,train,1196,True
004759,1,train,1197,True
001282,1,train,1198,True
001201,1,train,1199,True
001803,0,train,1200,True
000659,0,train,1201,True
000489,0,train,1202,True
004357,1,train,1203,True
003262,1,train,1204,True
001112,1,train,1205,True
003659,1,train,1206,True
003868,1,train,1207,True
000775,1,train,1208,True
002906,0,train,1209,True
000082,0,train,1210,True
001409,1,train,1211,True
003600,1,train,1212,True
003562,0,train,1213,True
002412,0,train,1214,True
004690,1,train,1215,True
002417,0,train,1216,True
001623,1,train,1217,True
002656,1,train,1218,True
001010,1,train,1219,True
001614,1,train,1220,True
004006,1,train,1221,True
003247,1,train,1222,True
001512,1,train,1223,True
000662,0,train,1224,True
004309,1,train,1225,True
001852,0,train,1226,True
003352,1,train,1227,True
003424,1,train,1228,True
000456,0,train,1229,True
001678,1,train,1230,True
003440,0,train,1231,True
001968,1,train,1232,True
002876,0,train,1233,True
000200,1,train,1234,True
003954,1,train,1235,True
000266,0,train,1236,True
001103,1,train,1237,True
000187,0,train,1238,True
000501,0,train,1239,True
003640,1,train,1240,True
004166,1,train,1241,True
